Ticker,Fold,Return_MAE,Return_RMSE,Price_MAE,Price_RMSE,Price_MAPE,Price_R2,Direction_Accuracy
BBRI.JK,1,0.020603077486157417,0.02676648765918847,43.48606872558594,57.045413481004324,2.0658214,0.9664834141731262,42.37623762376238
BBRI.JK,2,0.02227095514535904,0.030179234803972024,52.601470947265625,68.80508446646584,2.224771,0.9691112041473389,51.08910891089109
BBRI.JK,3,0.014356211759150028,0.01856516946682772,51.76295852661133,67.55057422498346,1.4343787,0.9791534543037415,46.33663366336634
