Ticker,Signal_Date,Base_Close,Predicted_Next_Log_Return,Predicted_Next_Close,Note
BBCA.JK,2026-01-19,7736.33251953125,1.3066804967820644e-05,7736.43408203125,One-step signal only; recursive 30-day forecast intentionally disabled.
