Ticker,Train Close Min,Train Close Max,Test Close Min,Test Close Max,Test Above Train Max,Test Below Train Min,KS Shift Count,Feature Count
BMRI.JK,1100.35302734375,4767.0068359375,3607.7776,6094.772,244,0,15,15
