Date,Open,High,Low,Close,Volume,ROE,EPS,DY,MA7,MA20,MA50,RSI,BB_upper,BB_lower,BB_width,Daily_Return,Log_Return,Volume_MA7,MACD,MACD_signal
2020-02-03,2407.2688997395835,2464.1975561523436,2391.0035693359373,2439.799560546875,87271800,0.21040002,603.08,0.11220000000000001,2504.861083984375,2500.3880981445313,2430.2032275390625,41.07140463861043,2571.2822347014417,2429.493961587621,141.78827311382065,-0.006622536963563408,-0.006644563261989287,108903000.0,10.944985505022487,23.718810319747398
2020-02-04,2472.330370120432,2496.7283671939886,2439.7997073556894,2447.932373046875,138857400,0.21040002,603.08,0.11220000000000001,2486.2721121651784,2499.1682006835936,2432.9683349609377,45.28299535510121,2572.878872128611,2425.457529238576,147.4213428900348,0.00333339370639818,0.0033278502651627392,106639485.71428572,6.374159420243814,20.24988013984668
2020-02-05,2472.3301795860393,2504.86083984375,2456.0648494571838,2504.86083984375,130211200,0.21040002,603.08,0.11220000000000001,2485.1102469308034,2502.4212646484375,2436.38404296875,55.35713328281379,2570.6378267042514,2434.2047025926236,136.43312411162788,0.023255735094518837,0.02298944115797554,111201085.71428572,7.261690073569753,17.652242126591297
2020-02-06,2537.391500101461,2553.6568302303167,2496.728174779322,2504.86083984375,111029400,0.21040002,603.08,0.11220000000000001,2482.7865862165177,2502.4212646484375,2440.45037109375,48.97954182288164,2570.6378267042514,2434.2047025926236,136.43312411162788,0.0,0.0,117155342.85714285,7.87429454471021,15.69665261021508
2020-02-07,2496.7285638210456,2521.1265628160395,2496.7285638210456,2512.993896484375,86438600,0.21040002,603.08,0.11220000000000001,2479.301199776786,2502.4212646484375,2445.3299755859375,54.3478402719552,2570.6378267042514,2434.2047025926236,136.43312411162788,0.0032469095732807762,0.0032416497447752914,113837857.14285715,8.91331060545781,14.339984209263626
2020-02-10,2504.8612301527105,2521.1265628160395,2472.3305648260516,2512.993896484375,78553800,0.21040002,603.08,0.11220000000000001,2482.78662109375,2502.4212646484375,2450.5348876953126,51.16284589687182,2570.6378267042514,2434.2047025926236,136.43312411162788,0.0,0.0,112860457.14285715,9.62577833846035,13.397143035102973
2020-02-11,2512.9937017998895,2545.5243646063605,2496.728370396654,2529.259033203125,98520200,0.21040002,603.08,0.11220000000000001,2493.242919921875,2502.8278930664064,2456.22775390625,48.78050208945064,2571.6085455359353,2434.0472405968776,137.56130493905766,0.006472413936820409,0.006451557810352252,104411771.42857143,11.371787857966865,12.992071999675753
2020-02-12,2545.5242669521235,2569.9222631209936,2529.2589361728765,2537.3916015625,104678800,0.21040002,603.08,0.11220000000000001,2507.184640066964,2505.26767578125,2462.8965380859377,51.219497906350696,2575.3717294247645,2435.1636221377357,140.20810728702872,0.003215395597134796,0.0032102372671350544,106898485.71428572,13.258902902112368,13.045438180163076
2020-02-13,2545.5243168727607,2586.187644618332,2537.3916513236463,2553.656982421875,87904000,0.21040002,603.08,0.11220000000000001,2522.288155691964,2510.1472778320312,2468.589404296875,45.94591085861034,2579.412067559044,2440.8824881050186,138.52957945402522,0.0064102761471107605,0.006389817709912721,99619428.57142857,15.883836490699196,13.613117842270302
2020-02-14,2521.1261746830073,2553.6568350014977,2521.1261746830073,2545.524169921875,41345200,0.21040002,603.08,0.11220000000000001,2528.0972028459823,2511.773791503906,2473.30634765625,56.666586610740374,2582.824793241121,2440.722789766691,142.1020034744297,-0.0031847709210681696,-0.003189853097224517,86924285.71428572,17.110624641407412,14.312619202097725
2020-02-17,2553.656982421875,2561.7896479709893,2537.3916513236463,2553.656982421875,29816600,0.21040002,603.08,0.11220000000000001,2535.0680803571427,2515.433483886719,2477.697978515625,56.66662997264254,2587.2301859319205,2443.6367818415174,143.59340409040306,0.003194946092477835,0.0031898530972244788,75322457.14285715,18.525561943057255,15.15520775028963
2020-02-18,2537.3915048422527,2553.6568350014977,2537.3915048422527,2545.524169921875,65442000,0.21040002,603.08,0.11220000000000001,2539.715262276786,2517.466650390625,2482.5775732421876,51.72411294131146,2590.2983002198903,2444.63500056136,145.66329965853038,-0.0031847709210681696,-0.003189853097224517,72322942.85714285,18.774242171494734,15.879014634530652
2020-02-19,2553.6570806923155,2586.187744140625,2537.3917489681603,2586.187744140625,121614200,0.21040002,603.08,0.11220000000000001,2550.1715262276784,2519.906457519531,2487.6198193359373,71.42841826296312,2598.583232197918,2441.2296828411445,157.35354935677333,0.01597453864285958,0.01584828845138707,78474428.57142857,21.9989435169623,17.103000411016982
2020-02-20,2610.585546112061,2618.7182113647464,2578.0548851013186,2602.452880859375,114537600,0.21040002,603.08,0.11220000000000001,2560.6277901785716,2523.5661499023436,2492.9873681640624,84.61526914954044,2610.4553594777885,2436.6769403268986,173.77841915088993,0.00628923277345228,0.006269538082210792,80762628.57142857,25.572222502890327,18.796844829391652
2020-02-21,2586.187449008604,2602.452778876582,2545.524124338657,2569.922119140625,91798000,0.21040002,603.08,0.11220000000000001,2565.2750069754466,2523.1594970703127,2497.21634765625,78.57132135351627,2609.0452898177796,2437.273704322846,171.7715854949338,-0.012500038697341509,-0.01257882139404216,78922514.28571428,25.485332198029027,20.134542303119126
2020-02-24,2537.391698904743,2545.5243646063605,2488.595704695036,2529.259033203125,128768800,0.21040002,603.08,0.11220000000000001,2561.7895856584823,2523.97275390625,2499.818798828125,65.62498240679047,2609.7612230154527,2438.1842847970474,171.5769382184053,-0.01582269191530894,-0.015949207019378978,84760342.85714285,21.88304567700652,20.484242977896606
